id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors
7565886,24-01-2010 09:44,928,1203,$94.03,Swipe Transaction,24427,Humble,TX,77346,4131,
7565892,24-01-2010 09:46,468,5532,$4.08,Swipe Transaction,50783,Iowa City,IA,52240,5411,
7565900,24-01-2010 09:47,870,1039,$1.90,Swipe Transaction,50783,Waldorf,MD,20603,5411,
7565906,24-01-2010 09:48,1808,1184,$41.15,Swipe Transaction,27601,Midland,TX,79703,7538,
7565913,24-01-2010 09:50,1096,3012,$32.40,Swipe Transaction,68765,Syracuse,NY,13212,5411,
7565921,24-01-2010 09:52,394,4717,$18.42,Online Transaction,18563,ONLINE,,,4121,
7565927,24-01-2010 09:53,421,2177,$2.86,Swipe Transaction,59397,Cedar Rapids,IA,52405,5812,
7565935,24-01-2010 09:54,1019,5112,$60.00,Swipe Transaction,61195,Baldwin Park,CA,91706,5541,
7565942,24-01-2010 09:57,48,5863,$12.12,Swipe Transaction,69972,Albuquerque,NM,87106,5814,
7565948,24-01-2010 09:58,1825,4182,$25.62,Swipe Transaction,20561,Aurora,CO,80013,5912,
7565957,24-01-2010 09:59,1776,4938,$61.20,Swipe Transaction,61195,Nashport,OH,43830,5541,
7565965,24-01-2010 10:03,53,3267,$150.51,Swipe Transaction,81833,Vacaville,CA,95688,5912,
7565971,24-01-2010 10:04,203,242,$83.00,Swipe Transaction,61195,Islandton,SC,29929,5541,
7565977,24-01-2010 10:04,1644,3867,$3.85,Swipe Transaction,45926,Westminster,SC,29693,5814,
7565985,24-01-2010 10:06,1473,3839,$39.51,Swipe Transaction,86410,Rogersville,MO,65742,5211,
7565991,24-01-2010 10:08,1140,2845,$6.72,Swipe Transaction,50783,Arnaudville,LA,70512,5411,
7565999,24-01-2010 10:10,1662,4541,$4.29,Swipe Transaction,75781,Carlyle,IL,62231,5411,
7566006,24-01-2010 10:12,716,4715,$3.33,Swipe Transaction,59935,Banning,CA,92220,5499,
7566012,24-01-2010 10:12,1830,4083,$29.22,Online Transaction,39021,ONLINE,,,4784,
7566020,24-01-2010 10:13,1459,3383,$-57.00,Swipe Transaction,43293,Albuquerque,NM,87121,5499,
7566027,24-01-2010 10:15,104,4205,$112.82,Swipe Transaction,73993,Grand Prairie,TX,75050,5300,
7566035,24-01-2010 10:16,1983,2907,$11.57,Swipe Transaction,58854,Laguna Beach,CA,92651,5411,
7566041,24-01-2010 10:18,1487,2978,$299.46,Swipe Transaction,86616,Grove City,PA,16127,4814,
7566048,24-01-2010 10:21,1664,5147,$-498.00,Swipe Transaction,59474,Amsterdam,Netherlands,,3722,
7566056,24-01-2010 10:25,1560,2528,$21.79,Swipe Transaction,20561,Emmetsburg,IA,50536,5912,
7566063,24-01-2010 10:26,598,2040,$41.54,Swipe Transaction,84338,Franconia,NH,3580,5300,
7566069,24-01-2010 10:27,1403,5976,$37.44,Online Transaction,16798,ONLINE,,,4121,
7566075,24-01-2010 10:30,1996,4744,$50.52,Swipe Transaction,26810,Alvin,TX,77511,5541,
7566081,24-01-2010 10:31,1898,4543,$19.80,Swipe Transaction,81833,Montgomery,AL,36108,5912,
7566090,24-01-2010 10:33,1195,3219,$17.60,Swipe Transaction,44578,Rochester,MN,55904,5812,
7566097,24-01-2010 10:34,362,1129,$14.09,Swipe Transaction,35451,Las Vegas,NV,89119,5812,
7566103,24-01-2010 10:35,1353,3725,$85.22,Swipe Transaction,57082,Pleasant Grove,UT,84062,5300,
7566110,24-01-2010 10:38,5,1178,$79.32,Online Transaction,9932,ONLINE,,,5311,
7566118,24-01-2010 10:39,1966,4737,$60.00,Swipe Transaction,27092,Batesville,AR,72501,4829,
7566125,24-01-2010 10:41,1758,2154,$10.97,Swipe Transaction,12067,Jackson,MS,39213,5411,
7566134,24-01-2010 10:43,976,4501,$100.23,Swipe Transaction,7463,Norwalk,CT,6854,4900,
7566143,24-01-2010 10:45,148,5585,$1.55,Swipe Transaction,14528,Campton,NH,3223,5499,
7566149,24-01-2010 10:46,563,1060,$30.98,Online Transaction,39021,ONLINE,,,4784,
7566157,24-01-2010 10:47,1083,3447,$5.88,Swipe Transaction,61195,Ashland,KY,41102,5541,
7566163,24-01-2010 10:49,738,204,$15.69,Swipe Transaction,61195,Boulder,CO,80301,5541,
7566171,24-01-2010 10:50,230,5033,$0.00,Swipe Transaction,27092,Benton,LA,71006,4829,
7566179,24-01-2010 10:51,1484,3209,$128.24,Swipe Transaction,36934,Tucson,AZ,85749,7538,
7566185,24-01-2010 10:53,729,226,$0.84,Swipe Transaction,61195,Frankfort,IN,46041,5541,
7566191,24-01-2010 10:55,301,3742,$243.85,Swipe Transaction,69350,Canton,GA,30114,8011,
7566198,24-01-2010 10:56,488,5413,$2.57,Swipe Transaction,78454,Kingsville,TX,78363,5812,
7566204,24-01-2010 10:58,1529,1156,$0.46,Swipe Transaction,14528,Pompano Beach,FL,33076,5499,
7566210,24-01-2010 10:59,890,5799,$11.58,Swipe Transaction,25887,Fullerton,CA,92831,5814,
7566217,24-01-2010 11:01,519,3380,$0.90,Swipe Transaction,86438,Las Vegas,NV,89142,5499,
7566226,24-01-2010 11:02,1228,3333,$132.19,Online Transaction,79050,ONLINE,,,4900,
7566233,24-01-2010 11:03,260,5119,$1.57,Swipe Transaction,14528,Mission,TX,78572,5499,
7566240,24-01-2010 11:04,148,5851,$14.50,Swipe Transaction,25717,Laconia,NH,3247,5812,
7566246,24-01-2010 11:05,1769,43,$20.77,Swipe Transaction,27601,Orlando,FL,32812,7538,
7566254,24-01-2010 11:07,573,3268,$3.36,Swipe Transaction,26939,Lincolnton,GA,30817,5411,
7566261,24-01-2010 11:08,5,3283,$58.70,Swipe Transaction,43293,Clyde,NY,14433,5499,
7566267,24-01-2010 11:09,1936,3006,$17.29,Online Transaction,18563,ONLINE,,,4121,
7566273,24-01-2010 11:10,827,4514,$80.00,Swipe Transaction,27092,Binghamton,NY,13903,4829,
7566279,24-01-2010 11:11,547,5526,$5.84,Swipe Transaction,75781,Dousman,WI,53118,5411,
7566287,24-01-2010 11:12,379,3881,$2.97,Swipe Transaction,22204,Mobile,AL,36693,5541,
7566293,24-01-2010 11:14,565,5459,$80.00,Swipe Transaction,27092,Carrollton,TX,75007,4829,
7566300,24-01-2010 11:14,1811,3238,$12.16,Swipe Transaction,24504,Millbrae,CA,94030,4214,
7566308,24-01-2010 11:15,1591,2043,$12.58,Online Transaction,88998,ONLINE,,,4784,
7566317,24-01-2010 11:19,1053,2900,$120.00,Swipe Transaction,27092,Sanford,FL,32771,4829,
7566325,24-01-2010 11:20,1946,3679,$63.00,Swipe Transaction,61195,Cleveland,OH,44134,5541,
7566332,24-01-2010 11:22,39,2039,$78.96,Swipe Transaction,20561,Old Saybrook,CT,6475,5912,
7566341,24-01-2010 11:23,759,2230,$79.68,Swipe Transaction,602,Franklin,TN,37067,5300,
7566348,24-01-2010 11:24,984,3836,$120.00,Swipe Transaction,27092,Kissimmee,FL,34746,4829,
7566354,24-01-2010 11:26,311,93,$18.86,Swipe Transaction,27601,Saint George,UT,84770,7538,
7566362,24-01-2010 11:27,1517,72,$30.89,Swipe Transaction,46284,Vienna,VA,22182,5411,
7566370,24-01-2010 11:28,1417,3920,$25.53,Swipe Transaction,22204,Lake Orion,MI,48362,5541,
7566377,24-01-2010 11:30,1334,1157,$0.77,Swipe Transaction,14528,Tonawanda,NY,14150,5499,
7566383,24-01-2010 11:32,334,2522,$217.75,Swipe Transaction,29742,Cleveland,OH,44103,3256,
7566389,24-01-2010 11:33,1834,1119,$4.98,Swipe Transaction,20561,Lubbock,TX,79413,5912,
7566396,24-01-2010 11:35,359,2489,$54.09,Swipe Transaction,59935,Lawrenceville,GA,30043,5499,
7566402,24-01-2010 11:35,1873,4741,$33.40,Online Transaction,41122,ONLINE,,,4784,
7566410,24-01-2010 11:37,804,17,$8.93,Swipe Transaction,98374,Bowling Green,KY,42102,5411,
7566418,24-01-2010 11:38,1972,5539,$7.66,Swipe Transaction,75936,Cleveland,OH,44105,5814,
7566427,24-01-2010 11:40,362,1129,$15.62,Swipe Transaction,87559,Las Vegas,NV,89118,5411,
7566435,24-01-2010 11:41,530,3344,$3.59,Swipe Transaction,98648,Bloomington,CA,92316,5814,
7566444,24-01-2010 11:42,1725,4998,$78.22,Swipe Transaction,49010,Henrico,VA,23228,5912,
7566452,24-01-2010 11:45,1919,4302,$26.74,Swipe Transaction,71616,East Hampton,NY,11937,5411,
7566461,24-01-2010 11:47,549,2588,$-368.00,Swipe Transaction,3558,Quincy,MA,2169,3640,
7566467,24-01-2010 11:48,349,4314,$5.45,Swipe Transaction,63812,North Lawrence,OH,44666,5411,
7566474,24-01-2010 11:50,573,3268,$10.26,Swipe Transaction,50867,Stapleton,GA,30823,5541,
7566484,24-01-2010 11:51,933,2523,$75.42,Swipe Transaction,87274,Skiatook,OK,74070,8021,
7566493,24-01-2010 11:52,1595,2429,$29.53,Swipe Transaction,66428,Bronx,NY,10463,4121,
7566500,24-01-2010 11:54,47,5381,$58.26,Swipe Transaction,60569,Bronx,NY,10456,5300,
7566507,24-01-2010 11:54,1842,3743,$100.00,Swipe Transaction,27092,Rio Rancho,NM,87124,4829,
7566514,24-01-2010 11:56,609,4215,$67.58,Swipe Transaction,93214,Garland,TX,75040,5411,
7566521,24-01-2010 11:56,1459,177,$96.30,Swipe Transaction,8021,Gallup,NM,87305,5651,
7566528,24-01-2010 11:58,1256,236,$13.69,Swipe Transaction,95355,Stratford,CT,6614,5411,
7566535,24-01-2010 12:00,53,3267,$86.85,Swipe Transaction,61195,Sutter Creek,CA,95685,5541,
7566544,24-01-2010 12:03,121,5952,$57.00,Swipe Transaction,61195,Menasha,WI,54952,5541,
7566552,24-01-2010 12:04,1348,4982,$309.00,Swipe Transaction,44795,Marysville,OH,43040,3780,
7566558,24-01-2010 12:06,1809,5830,$1.74,Swipe Transaction,74624,Broad Run,VA,20137,5411,
7566564,24-01-2010 12:07,1621,5036,$16.91,Swipe Transaction,44578,San Diego,CA,92129,5812,
7566570,24-01-2010 12:08,803,1172,$4.94,Swipe Transaction,32193,Turlock,CA,95382,5921,
7566577,24-01-2010 12:09,1518,2584,$26.86,Swipe Transaction,61195,Somerville,AL,35670,5541,
7566584,24-01-2010 12:11,364,4623,$50.72,Swipe Transaction,35281,Alcoa,TN,37701,7230,
7566590,24-01-2010 12:12,1127,3869,$23.42,Online Transaction,39021,ONLINE,,,4784,
7566598,24-01-2010 12:14,1237,5163,$36.61,Swipe Transaction,75781,Waukegan,IL,60085,5411,
7566607,24-01-2010 12:15,1176,5003,$13.62,Swipe Transaction,61195,Newburgh,IN,47630,5541,
7566614,24-01-2010 12:16,1453,234,$1.88,Swipe Transaction,59935,Parrish,AL,35580,5499,
7566620,24-01-2010 12:18,891,2141,$16.71,Swipe Transaction,70278,Minneapolis,MN,55439,5813,
7566626,24-01-2010 12:19,1654,2915,$89.00,Swipe Transaction,61195,Newport,RI,2840,5541,
7566633,24-01-2010 12:20,1809,2114,$22.82,Swipe Transaction,59062,Broad Run,VA,20137,4121,
7566641,24-01-2010 12:22,1670,5809,$14.53,Swipe Transaction,22204,Des Plaines,IL,60016,5541,
7566651,24-01-2010 12:24,1256,5160,$41.68,Swipe Transaction,95355,Stratford,CT,6614,5411,
7566662,24-01-2010 12:26,1654,2915,$44.92,Swipe Transaction,61195,Newport,RI,2840,5541,
7566671,24-01-2010 12:29,1030,2936,$157.59,Online Transaction,73186,ONLINE,,,4814,
7566679,24-01-2010 12:31,1985,4085,$12.38,Swipe Transaction,70635,Alpharetta,GA,30022,5310,
7566689,24-01-2010 12:34,1518,2584,$14.09,Swipe Transaction,47101,Somerville,AL,35670,5812,
7566699,24-01-2010 12:36,1670,5809,$1.44,Swipe Transaction,14528,Des Plaines,IL,60016,5499,
7566706,24-01-2010 12:37,1006,4723,$6.19,Swipe Transaction,60925,Hobart,IN,46342,5411,
7566714,24-01-2010 12:38,1422,5515,$14.49,Swipe Transaction,83480,Angier,NC,27501,9402,
7566723,24-01-2010 12:40,858,13,$66.90,Swipe Transaction,5248,Georgetown,TX,78633,5499,
7566729,24-01-2010 12:41,1617,157,$16.22,Swipe Transaction,81304,Columbia,MD,21044,5812,
7566735,24-01-2010 12:43,1039,5004,$10.14,Swipe Transaction,44578,Los Angeles,CA,90033,5812,
7566742,24-01-2010 12:44,1340,2954,$177.52,Swipe Transaction,99370,Houston,TX,77066,5311,
7566749,24-01-2010 12:45,1668,166,$94.37,Swipe Transaction,76496,Danville,NH,3819,5912,
7566757,24-01-2010 12:46,1799,5909,$2.44,Swipe Transaction,86438,Berlin,Germany,,5499,
7566764,24-01-2010 12:48,55,5865,$1.39,Swipe Transaction,14528,Richmond,CA,94804,5499,
7566771,24-01-2010 12:49,1788,2538,$587.22,Swipe Transaction,72192,Raceland,LA,70394,8111,
7566777,24-01-2010 12:51,858,13,$73.00,Swipe Transaction,5248,Georgetown,TX,78633,5499,
7566783,24-01-2010 12:51,1735,3336,$34.96,Swipe Transaction,13646,Vero Beach,FL,32967,7538,
7566791,24-01-2010 12:52,1989,2984,$0.50,Swipe Transaction,50783,Upper Marlboro,MD,20774,5411,
7566797,24-01-2010 12:54,720,4136,$-83.00,Swipe Transaction,43293,Detroit,MI,48209,5499,
7566804,24-01-2010 12:56,1727,3766,$40.51,Swipe Transaction,59935,Columbia,SC,29229,5499,
7566810,24-01-2010 12:58,1279,3220,$10.28,Swipe Transaction,43251,Novi,MI,48375,5411,
7566816,24-01-2010 12:59,1613,4538,$71.00,Swipe Transaction,59935,Farmington,ME,4938,5499,
7566822,24-01-2010 13:00,1696,2408,$-98.00,Swipe Transaction,59935,Merritt Island,FL,32953,5499,
7566828,24-01-2010 13:01,1295,3318,$50.93,Swipe Transaction,46284,Rochester,MN,55901,5411,
7566835,24-01-2010 13:03,1140,2845,$312.80,Swipe Transaction,74934,Oakland,CA,94606,3596,
7566842,24-01-2010 13:05,402,2536,$42.98,Online Transaction,39021,ONLINE,,,4784,
7566850,24-01-2010 13:07,1379,2604,$60.02,Swipe Transaction,34490,Macomb,MI,48044,5719,
7566859,24-01-2010 13:09,699,4283,$15.74,Swipe Transaction,4153,Riverside,IA,52327,5300,
7566865,24-01-2010 13:10,1140,2845,$-420.00,Swipe Transaction,74934,Oakland,CA,94606,3596,
7566871,24-01-2010 13:11,1509,3685,$5.15,Swipe Transaction,98374,Parkville,MD,21234,5411,
7566877,24-01-2010 13:12,1452,3801,$12.43,Swipe Transaction,59935,Houston,TX,77056,5499,
7566885,24-01-2010 13:13,1920,3415,$59.91,Swipe Transaction,20561,Paynesville,MN,56362,5912,Insufficient Balance
7566891,24-01-2010 13:15,795,5162,$70.47,Swipe Transaction,50783,Dallas,TX,75206,5411,
7566898,24-01-2010 13:17,169,3256,$20.00,Swipe Transaction,27092,Sumter,SC,29154,4829,
7566905,24-01-2010 13:18,890,5799,$80.18,Swipe Transaction,81833,Fullerton,CA,92831,5912,
7566913,24-01-2010 13:19,1985,4085,$12.92,Swipe Transaction,83272,Alpharetta,GA,30022,5300,
7566921,24-01-2010 13:20,1964,2508,$50.45,Swipe Transaction,36934,Clayton,NC,27520,7538,
7566927,24-01-2010 13:22,1121,5817,$39.21,Swipe Transaction,60569,Aynor,SC,29511,5300,
7566935,24-01-2010 13:24,858,4735,$59.60,Swipe Transaction,22204,Hutto,TX,78634,5541,
7566942,24-01-2010 13:26,1079,5826,$22.51,Swipe Transaction,94690,Rockville Centre,NY,11570,5310,
7566948,24-01-2010 13:27,742,4751,$6.12,Swipe Transaction,54850,Manassas,VA,20109,4814,
7566957,24-01-2010 13:29,1737,5756,$21.36,Swipe Transaction,27313,Eastpointe,MI,48021,5411,
7566963,24-01-2010 13:31,1240,3876,$42.72,Swipe Transaction,32858,Steubenville,OH,43953,5311,
7566969,24-01-2010 13:33,1855,3021,$120.00,Swipe Transaction,27092,San Jose,CA,95124,4829,
7566976,24-01-2010 13:35,1391,4107,$111.75,Swipe Transaction,18215,Maspeth,NY,11378,5719,
7566982,24-01-2010 13:37,261,30,$11.49,Swipe Transaction,75781,Golden Valley,AZ,86413,5411,
7566990,24-01-2010 13:39,1920,3415,$60.00,Swipe Transaction,27092,Moorhead,MN,56560,4829,
7566997,24-01-2010 13:42,820,5040,$42.42,Swipe Transaction,11052,Barnstable,MA,2630,5300,
7567005,24-01-2010 13:43,1299,3263,$140.59,Online Transaction,73186,ONLINE,,,4814,
7567011,24-01-2010 13:44,1621,5036,$87.83,Swipe Transaction,59935,San Diego,CA,92129,5499,
7567018,24-01-2010 13:45,1772,5918,$284.21,Swipe Transaction,7777,Gilroy,CA,95020,3684,
7567024,24-01-2010 13:47,642,5934,$34.39,Swipe Transaction,32175,Longview,TX,75604,7538,
7567031,24-01-2010 13:48,634,3375,$261.50,Swipe Transaction,94123,Cleveland,OH,44135,5310,
7567039,24-01-2010 13:49,1846,5181,$70.00,Swipe Transaction,59935,West Plains,MO,65775,5499,
7567045,24-01-2010 13:50,1718,2029,$20.74,Swipe Transaction,48141,West Covina,CA,91792,7230,
7567051,24-01-2010 13:51,1921,1181,$71.00,Swipe Transaction,59935,Danielsville,GA,30633,5499,
7567059,24-01-2010 13:53,1846,5181,$24.38,Swipe Transaction,59935,West Plains,MO,65775,5499,
7567066,24-01-2010 13:55,580,2961,$13.54,Swipe Transaction,50867,Celina,OH,45822,5541,
7567076,24-01-2010 13:57,977,5101,$4.95,Swipe Transaction,22204,Overland Park,KS,66204,5541,
7567084,24-01-2010 13:59,112,1134,$83.95,Swipe Transaction,67570,Massena,NY,13662,5311,
7567092,24-01-2010 14:01,1433,5841,$19.20,Swipe Transaction,24504,Auburn,AL,36830,4214,
7567098,24-01-2010 14:02,1102,5010,$114.90,Swipe Transaction,15167,Tulsa,OK,74137,5411,
7567104,24-01-2010 14:03,503,1088,$2.90,Swipe Transaction,20561,Chicago,IL,60629,5912,
7567111,24-01-2010 14:05,1882,5882,$12.68,Swipe Transaction,20884,Union City,CA,94587,5812,
7567123,24-01-2010 14:08,1909,1136,$31.18,Online Transaction,15143,ONLINE,,,4784,
7567129,24-01-2010 14:10,1171,4530,$112.97,Swipe Transaction,94858,Kailua,HI,96734,5411,
7567136,24-01-2010 14:11,1477,4947,$47.06,Online Transaction,37387,ONLINE,,,4899,
7567144,24-01-2010 14:14,1985,4085,$19.96,Swipe Transaction,20561,Alpharetta,GA,30022,5912,
7567151,24-01-2010 14:16,1250,5446,$17.28,Swipe Transaction,83271,Everett,PA,15537,4214,
7567158,24-01-2010 14:17,1407,5966,$1.89,Swipe Transaction,74357,Bessemer,AL,35023,5813,
7567165,24-01-2010 14:18,1988,2161,$45.94,Online Transaction,39021,ONLINE,,,4784,
7567172,24-01-2010 14:20,96,5175,$127.17,Swipe Transaction,62482,Los Angeles,CA,90032,4900,
7567179,24-01-2010 14:21,135,2808,$31.54,Online Transaction,39021,ONLINE,,,4784,
7567185,24-01-2010 14:22,213,2136,$64.79,Swipe Transaction,11468,Rowlett,TX,75089,5970,
7567194,24-01-2010 14:23,1815,222,$35.09,Swipe Transaction,32858,Auburn,NH,3032,5311,
7567200,24-01-2010 14:24,1659,3438,$26.46,Swipe Transaction,63683,Wauconda,IL,60084,4121,
7567208,24-01-2010 14:26,1083,5173,$100.00,Swipe Transaction,27092,Bowling Green,KY,42103,4829,
7567215,24-01-2010 14:27,1344,1027,$24.52,Swipe Transaction,18215,Howell,MI,48843,5719,
7567222,24-01-2010 14:29,1195,131,$60.23,Swipe Transaction,72841,Rochester,MN,55904,7538,
7567228,24-01-2010 14:31,0,4639,$1.66,Swipe Transaction,14528,Scarborough,ME,4074,5499,
7567234,24-01-2010 14:32,931,5847,$25.71,Swipe Transaction,96270,Memphis,TN,38117,7210,
7567240,24-01-2010 14:33,152,2587,$24.08,Online Transaction,39261,ONLINE,,,5815,
7567246,24-01-2010 14:34,921,2541,$22.66,Swipe Transaction,26909,Victor,NY,14564,5211,
7567253,24-01-2010 14:35,852,90,$33.59,Swipe Transaction,86410,Longwood,FL,32750,5211,
7567259,24-01-2010 14:36,704,2945,$11.06,Online Transaction,18563,ONLINE,,,4121,
7567266,24-01-2010 14:38,1439,235,$1.08,Swipe Transaction,14528,New Market,TN,37820,5499,
7567272,24-01-2010 14:41,705,5359,$176.00,Swipe Transaction,15426,Indianapolis,IN,46229,3390,
7567278,24-01-2010 14:43,291,169,$45.65,Online Transaction,39021,ONLINE,,,4784,
7567284,24-01-2010 14:43,1437,5818,$1.68,Swipe Transaction,86438,Belfair,WA,98528,5499,
7567290,24-01-2010 14:45,1240,3876,$35.30,Swipe Transaction,60569,Berea,OH,44017,5300,
7567296,24-01-2010 14:46,571,5960,$54.00,Swipe Transaction,28395,Martinsburg,WV,25401,5541,
7567305,24-01-2010 14:47,1723,4099,$144.84,Swipe Transaction,60569,Worden,IL,62097,5300,
7567314,24-01-2010 14:49,437,3271,$189.88,Online Transaction,73186,ONLINE,,,4814,
7567322,24-01-2010 14:51,164,3748,$2.72,Online Transaction,9932,ONLINE,,,5311,
7567331,24-01-2010 14:51,1973,2879,$29.97,Swipe Transaction,42858,Trenton,GA,30752,7538,
7567341,24-01-2010 14:54,114,3398,$59.00,Swipe Transaction,61195,North Hollywood,CA,91606,5541,
7567349,24-01-2010 14:55,1712,3291,$19.81,Online Transaction,18563,ONLINE,,,4121,
7567356,24-01-2010 14:57,1669,2456,$97.75,Swipe Transaction,8547,West Sacramento,CA,95691,5411,
7567363,24-01-2010 14:59,208,2426,$-68.00,Swipe Transaction,43293,Bothell,WA,98021,5499,
7567370,24-01-2010 15:00,655,4134,$10.35,Swipe Transaction,75781,Lorain,OH,44055,5411,
7567378,24-01-2010 15:02,1591,2056,$42.72,Swipe Transaction,61195,Houston,TX,77009,5541,
7567386,24-01-2010 15:05,1024,4241,$19.35,Swipe Transaction,83480,Andover,KS,67002,9402,
7567394,24-01-2010 15:07,803,1172,$5.57,Swipe Transaction,50867,Turlock,CA,95382,5541,
7567401,24-01-2010 15:08,924,2210,$11.82,Swipe Transaction,73391,Greenwood,SC,29646,5310,
7567410,24-01-2010 15:09,1135,4977,$21.20,Online Transaction,16798,ONLINE,,,4121,
7567418,24-01-2010 15:10,1977,5366,$0.52,Swipe Transaction,14528,San Diego,CA,92196,5499,
7567426,24-01-2010 15:13,1490,5950,$14.72,Swipe Transaction,83480,Commerce City,CO,80022,9402,
7567432,24-01-2010 15:16,869,5490,$10.84,Swipe Transaction,75781,Stone Mountain,GA,30087,5411,
7567438,24-01-2010 15:18,1908,5084,$-61.00,Swipe Transaction,26810,Knoxville,TN,37931,5541,
7567445,24-01-2010 15:21,45,5009,$8.73,Swipe Transaction,48919,Clifton,NJ,7013,5311,
7567451,24-01-2010 15:22,231,5091,$10.52,Swipe Transaction,4081,Fayetteville,NC,28314,5300,
7567457,24-01-2010 15:22,1908,5084,$61.00,Swipe Transaction,26810,Knoxville,TN,37931,5541,
7567463,24-01-2010 15:23,1576,5821,$20.46,Swipe Transaction,92991,Waterford,MI,48329,5912,
7567469,24-01-2010 15:25,190,3851,$6.38,Swipe Transaction,38602,New York,NY,10185,5311,
7567477,24-01-2010 15:26,1571,5397,$92.35,Swipe Transaction,66010,Hendersonville,TN,37075,7538,
7567483,24-01-2010 15:27,1881,2554,$30.65,Swipe Transaction,89221,Carleton,MI,48117,5211,
7567490,24-01-2010 15:29,1741,5465,$108.70,Swipe Transaction,59586,Tucson,AZ,85711,5912,
7567496,24-01-2010 15:30,1224,5971,$4.53,Swipe Transaction,98374,College Park,MD,20741,5411,
7567503,24-01-2010 15:31,1008,2592,$3.38,Swipe Transaction,61195,Chicago,IL,60630,5541,
7567511,24-01-2010 15:32,1668,166,$-88.00,Swipe Transaction,26810,Danville,NH,3819,5541,
7567518,24-01-2010 15:34,63,2805,$75.61,Swipe Transaction,48919,Newark,NJ,7103,5311,
7567526,24-01-2010 15:35,1039,4937,$11.62,Swipe Transaction,50783,Los Angeles,CA,90033,5411,
7567534,24-01-2010 15:38,1776,4938,$53.00,Swipe Transaction,43293,Nashport,OH,43830,5499,
7567541,24-01-2010 15:39,1560,5455,$25.44,Swipe Transaction,61502,Badger,IA,50516,7538,
7567549,24-01-2010 15:41,511,2212,$23.44,Online Transaction,16798,ONLINE,,,4121,
7567557,24-01-2010 15:42,1863,2213,$68.00,Swipe Transaction,41260,Battle Creek,MI,49015,5541,
7567565,24-01-2010 15:44,1225,1163,$38.83,Online Transaction,18563,ONLINE,,,4121,
7567571,24-01-2010 15:45,1840,3322,$1.12,Swipe Transaction,86438,Beaverton,OR,97006,5499,
7567580,24-01-2010 15:49,1291,5139,$73.40,Swipe Transaction,82981,Sullivan,MO,63080,5912,
7567590,24-01-2010 15:51,1964,5898,$44.33,Swipe Transaction,36934,Clayton,NC,27520,7538,
7567596,24-01-2010 15:54,229,5942,$0.82,Swipe Transaction,20561,Toddville,IA,52341,5912,
7567602,24-01-2010 15:55,564,5887,$40.00,Swipe Transaction,27092,Randolph,ME,4346,4829,
7567610,24-01-2010 15:56,1863,2213,$18.87,Swipe Transaction,41260,Battle Creek,MI,49015,5541,
7567620,24-01-2010 15:59,1246,5812,$84.82,Swipe Transaction,98374,Mobile,AL,36671,5411,
7567629,24-01-2010 16:00,1763,4486,$75.89,Swipe Transaction,466,Minneapolis,MN,55429,7230,
7567635,24-01-2010 16:02,1776,4938,$74.88,Online Transaction,39021,ONLINE,,,4784,
7567641,24-01-2010 16:04,96,3695,$-52.00,Swipe Transaction,59935,Los Angeles,CA,90032,5499,
7567648,24-01-2010 16:05,906,2174,$96.00,Swipe Transaction,59935,Tooele,UT,84074,5499,
7567659,24-01-2010 16:08,96,3695,$52.00,Swipe Transaction,59935,Los Angeles,CA,90032,5499,
7567665,24-01-2010 16:09,39,2039,$73.56,Swipe Transaction,81477,New Haven,CT,6511,5311,
7567671,24-01-2010 16:10,1226,2231,$125.64,Swipe Transaction,63353,Waimanalo,HI,96795,5912,
7567677,24-01-2010 16:11,1998,2160,$106.74,Swipe Transaction,3918,Burlingame,CA,94010,8021,
7567683,24-01-2010 16:13,1563,5125,$1.21,Swipe Transaction,14528,Los Angeles,CA,90004,5499,
7567689,24-01-2010 16:15,879,4500,$13.26,Swipe Transaction,50783,Brownsville,TX,78521,5411,
7567696,24-01-2010 16:16,1455,5843,$49.71,Swipe Transaction,26907,San Diego,CA,92102,7230,
7567702,24-01-2010 16:19,457,3751,$195.13,Swipe Transaction,45580,Charlotte,NC,28215,5912,
7567710,24-01-2010 16:20,32,5382,$24.35,Online Transaction,39021,ONLINE,,,4784,
7567717,24-01-2010 16:21,1610,5879,$15.55,Swipe Transaction,19861,Jackson,MS,39286,5813,
7567723,24-01-2010 16:22,1586,1122,$58.15,Swipe Transaction,95767,Valley Stream,NY,11580,5812,
7567729,24-01-2010 16:24,114,3398,$12.50,Swipe Transaction,83271,Chino Hills,CA,91709,4214,
7567735,24-01-2010 16:25,940,5396,$6.64,Swipe Transaction,60569,Miami,FL,33166,5300,
7567742,24-01-2010 16:27,906,2174,$-96.00,Swipe Transaction,59935,Tooele,UT,84074,5499,
7567748,24-01-2010 16:28,1756,4259,$169.46,Swipe Transaction,10882,Durham,NC,27712,5300,
7567754,24-01-2010 16:32,138,4608,$4.58,Swipe Transaction,53894,Marion Center,PA,15759,5411,
7567762,24-01-2010 16:33,1300,5754,$110.00,Online Transaction,88459,ONLINE,,,5311,
7567769,24-01-2010 16:35,80,4492,$64.52,Swipe Transaction,81833,Harrod,OH,45850,5912,
7567777,24-01-2010 16:36,1341,4098,$24.48,Swipe Transaction,96839,Indianapolis,IN,46227,5813,Insufficient Balance
7567784,24-01-2010 16:37,1659,3438,$1.13,Swipe Transaction,86438,Waukegan,IL,60085,5499,
